Organism	seed_id	Gene_ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	Families	Function	Subsystem
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.593	3.2.1.24:5	GH38(270-522)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-2 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.597	3.2.1.25:5	GH5_18(15-293)	GH5_e224	GH5_18	N	3	GH5_18	N-glycan beta-mannosidase (GH5_18)	N-glycan utilization in bifidobacteria
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.602	3.2.1.-:2	GH125(27-423)	GH125_e0	GH125	N	3	GH125	Alpha-1,6-mannosidase (GH125)	N-glycan utilization in bifidobacteria
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.755	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(3-92)+GH13_11(172-525)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.845	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-413)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.870	3.2.1.23:18	GH42(24-394)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.899	3.2.1.-:3|3.2.1.63:2	GH95(2-329)	GH95_e1	GH95	N	3	GH95	Alpha-1,2-L-fucosidase (GH95)	HMO utilization in bifidobacteria
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.900	3.2.1.-:3|3.2.1.63:2	GH95(1-313)	GH95_e1	GH95	N	3	GH95	Alpha-1,2-L-fucosidase (GH95)	HMO utilization in bifidobacteria
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.941	-	CE9(65-421)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Sialic acid utilization in bifidobacteria; HMO utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.1603	-	-	GH23_e314	GH0	Y(1-37)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.202	-	-	GH36_e7	GH36	N	2	GH36	Predicted glycoside hydrolase	-
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.1283	-|-	-	GH18_e376+CBM5_e107	CBM5+GH18	N	2	GH18	GH18-family glycosyl hydrolase, related to Chitinases and Endo-beta-N-acetylglucosaminidases	-
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.1426	-	-	GH23_e49	GH23	N	2	GH23	COG0741: Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	-
Bifidobacterium breve CECT 7263	fig|1036735.3	fig|1036735.3.peg.441	-	-	GH23_e487	GH23	N	2	GH23	FIG00672571: hypothetical protein	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.139	3.2.1.185:2	GH127(3-565)	GH127_e0	GH127	N	3	GH127	Beta-1,2-L-arabinofuranosidase (GH127)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.140	3.2.1.187:2	GH121(13-1444)	GH121_e0	GH121	Y(1-34)	3	GH121	Extracellular beta-L-arabinobiosidase (GH121)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.141	3.2.1.55:1	GH43_29(91-441)	GH43_e210	GH43_29	Y(1-38)	3	GH43_29	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_29)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1655	3.2.1.26:6	GH32(44-351)	GH32_e28	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase-2 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1696	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(31-252)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-1 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.170	3.2.1.37:1|3.2.1.55:1|3.2.1.55:1	GH43_27(344-677)	GH43_e243+GH43_e116	GH43_27	N	3	GH43_27	Alpha-1,2/3-L-arabinofuranosidase (GH43_27)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1705	3.2.1.21:6	GH3(75-306)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1709	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(59-351)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1710	-|-	GH43_11(3-313)+CBM91(343-541)	GH43_e1+CBM91_e3	GH43_11	N	3	GH43_11	Putative flavonoid/ginsenoside beta-xylosidase (GH43_11)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1711	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(52-370)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1714	3.2.1.37:1	GH30_2(36-446)	GH30_e60	GH30_2	N	3	GH30_2	Flavonoid/ginsenoside beta-xylosidase (GH30)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1717	3.2.1.-:1	GH42(15-385)	GH42_e0	GH42	N	3	GH42	Flavonoid/ginsenoside alpha-L-arabinopyranosidase (GH42)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.172	-	GH43_26(4-304)	GH43_e175	GH43_26	N	3	GH43_26	Alpha-1,5-L-arabinofuranosidase (GH43_26)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1734	-	GH109(2-159)	GH109_e7	-	N	2	GH109	hypothetical protein	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1742	3.2.1.24:5	GH38(2-144)	GH38_e38	-	N	2	GH38	Alpha-mannosidase (GH38)	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.177	-	GH43_22(56-298)	GH43_e200	GH43_22	N	3	GH43_22	Putative alpha-L-arabinofuranosidase (GH43_22)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1782	-	GH32(121-489)	GH32_e130	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1799	3.2.1.1:1|3.2.1.41:25|3.2.1.1:2|3.2.1.68:2	GH13_32(66-370)+CBM41(807-928)	GH13_e66+CBM41_e0	CBM41+GH13_32	Y(1-35)	3	GH13_32	Extracellular type II bifunctional pullulanase (GH13_14_32)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1838	3.2.1.1:8|3.2.1.1:21|3.2.1.1:21|-|-	GH13_28(84-351)+CBM26(602-681)+CBM26(812-890)	GH13_e34+CBM26_e0+CBM26_e0+CBM25_e7+CBM25_e7	CBM25+CBM26+GH13_28	Y(1-45)	3	GH13_28	Extracellular RS-degrading alpha-amylase-1 (GH13_28)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1853	3.2.1.1:8|3.2.1.1:21|-|-	GH13_28(79-347)+CBM26(744-823)	GH13_e34+CBM26_e0+CBM25_e7+CBM25_e7	CBM25+CBM26+GH13_28	Y(1-41)	3	GH13_28	Extracellular RS-degrading alpha-amylase-2 (GH13_28)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1854	3.2.1.1:8|-|3.2.1.1:21|-|-	GH13_28(111-388)+CBM74(649-966)+CBM26(1066-1144)+CBM25(1359-1429)	GH13_e34+CBM74_e0+CBM26_e0+CBM25_e7+CBM25_e7	CBM25+CBM26+CBM74+GH13_28	N	3	GH13_28	Extracellular RS-degrading alpha-amylase-3 (GH13_28)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1864	3.2.1.23:18	GH42(52-424)	GH42_e28	GH42	N	3	GH42	Beta-1,4-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1906	-	GH13_3(321-539)	GH13_e41	GH13_3	Y(1-24)	3	GH13_3	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1965	-|-|-|-|-|-	GH25(195-381)+CBM13(420-511)+CBM13(574-708)+CBM13(725-816)	GH25_e221+CBM13_e31+CBM13_e31+CBM13_e235+CBM13_e31+CBM13_e195	CBM13+GH25	Y(1-31)	3	GH25	Cell wall-associated murein hydrolase LytC	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1967	-	CE20(146-397)	CE20_e8	CE20	Y(1-23)	3	CE20	hypothetical protein	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1977	3.2.1.55:1	GH51(211-803)	GH51_e36	GH51	N	3	GH51	Alpha-1,2/3/5-L-arabinofuranosidase (GH51)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1979	3.2.1.37:1	GH43_22(53-288)	GH43_e201	GH43_22	N	3	GH43_22	Beta-xylosidase (GH43_22)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1980	3.2.1.88:2	GH36(150-676)	GH36_e35	GH36	N	3	GH36	Beta-L-arabinopyranosidase (GH36)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1981	3.2.1.185:2	GH127(17-609)	GH127_e0	GH127	N	3	GH127	Putative beta-L-arabinofuranosidase (GH127)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1988	-	GH2(70-584)	GH2_e128	GH2	N	3	GH2	Putative beta-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2016	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(193-548)	CBM48_e14+GH13_e95	CBM48+GH13_14	N	3	GH13_14	Pullulanase (GH13_14)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2021	-	GH13(35-378)	GH13_e57	GH13_44	N	3	GH13_44	Alpha-1,4-glucosidase (GH13_44)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2022	2.4.1.25:4	GH77(183-705)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2023	3.2.1.20:2	GH13_30(33-403)	GH13_e234	GH13_30	N	3	GH13_30	Broad specificity alpha-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2036	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-412)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2041	3.2.1.22:8	GH36(31-709)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2049	3.2.1.23:35	GH2(36-931)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2052	-	GH172(97-357)	GH172_e0	GH172	N	3	GH172	hypothetical protein	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2066	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(25-245)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2069	-	GH31(187-625)	GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2084	-	GH3(688-890)	GH3_e130	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.338	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-539)	GH43_e285+CBM91_e24	GH43_11	N	3	GH43_11	Beta-1,4-xylosidase-1 (GH43_11)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.339	3.2.1.37:3|-	GH120(320-409)	GH120_e0+GH120_e3	GH120	N	3	GH120	Beta-1,4-xylosidase-1 (GH120)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.340	3.2.1.156:5	GH8(54-371)	GH8_e36	GH8	N	3	GH8	Reducing end xylose-releasing exo-oligoxylanase-1 (GH8)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.341	3.2.1.55:2|-	GH43_10(1-229)+CBM91(272-474)	GH43_e2+CBM91_e2	GH43_10	N	3	GH43_10	Double substituted AXOS alpha-1,3-L-arabinofuranosidase (GH43_10)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.348	2.4.1.25:4	GH77(188-700)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.351	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(230-598)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme-2 (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.464	3.2.1.55:1	GH43_12(9-362)	GH43_e260	GH43_12	N	3	GH43_12	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.469	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(331-539)	GH43_e285+CBM91_e24	GH43_11	N	3	GH43_11	Beta-1,4-xylosidase-3 (GH43_11)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.470	-	CE20(84-200)+CE20(399-524)	CE20_e33	CE20	N	3	CE20	Putative XOS/AXOS acetyl or feruloyl esterase-1 (CE20)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.478	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(38-258)	GH3_e197	GH3	N	3	GH3	Putative xgl-cluster beta-glucosidase (GH3)	Xyloglucan utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.479	3.2.1.23:6	GH42(61-230)	GH42_e29	GH42	N	3	GH42	Putative xgl-cluster beta-galactosidase (GH42)	Xyloglucan utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.484	2.4.1.20:14|2.4.1.49:1	GH94(2-831)	GH94_e12	GH94	N	3	GH94	Cellobiose phosphorylase (EC 2.4.1.20)	Xyloglucan utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.498	3.2.1.20:2	GH13_30(33-400)	GH13_e234	GH13_30	N	3	GH13_30	Alpha-1,4/6-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.724	-	GH3(149-371)	GH3_e11	GH3	Y(1-34)	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.751	2.4.1.18:57|2.4.1.18:14	CBM48(166-238)+GH13_9(301-601)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.768	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(3-92)+GH13_11(172-525)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.77	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.795	3.2.1.1:5|3.2.1.116:1	GH13_32(95-319)	GH13_e240	GH13_32	N	3	GH13_32	Putative extracellular alpha-amylase (GH13_32)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.796	3.2.1.1:5|3.2.1.116:1|3.2.1.1:2|3.2.1.41:2|3.2.1.41:25|3.2.1.1:2|3.2.1.68:2|3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_32(71-356)+CBM41(754-877)+CBM48(980-1067)+GH13_14(1140-1473)	GH13_e240+CBM25_e10+CBM41_e0+CBM48_e14+GH13_e95	CBM41+GH13_14+GH13_32	Y(1-36)	3	GH13_32,GH13_14	Extracellular type II bifunctional pullulanase (GH13_14_32)	Maltose and starch utilization in bifidobacteria
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.82	-	CE20(122-436)	CE20_e44	CE20	N	3	CE20	Putative carbohydrate esterase (CE20)	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1439	-	-	GH23_e447	GH23	Y(1-33)	2	GH23	hypothetical protein	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.1810	-	-	GH23_e487	GH23	N	2	GH23	hypothetical protein	-
Bifidobacterium adolescentis ZJ2	fig|1680.1909	fig|1680.1909.peg.2087	-	-	GH23_e314	GH0	Y(1-23)	2	GH23,GH0	hypothetical protein	-
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1010	3.2.1.18:1	GH33(323-742)	GH33_e24	GH33	N	3	GH33	Alpha-2,3/6-sialidase (GH33)	HMO utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1032	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(31-252)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-1 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1036	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(58-366)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1054	-	GH109(16-173)	GH109_e7	-	N	2	GH109	Putative oxidoreductase	-
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.11	-	GH123(97-575)	GH123_e14	GH0	N	3	GH123,GH0	Putative glycoside hydrolase (GH123)	-
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1218	3.2.1.24:5	GH38(267-520)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-1 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1219	3.2.1.24:5	GH38(270-525)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-2 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1227	3.2.1.-:2	GH125(27-423)	GH125_e0	GH125	N	3	GH125	Alpha-1,6-mannosidase (GH125)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1233	-	CE9(25-421)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	N-acetylglucosamine utilization in bifidobacteria; HMO utilization in bifidobacteria; Sialic acid utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1239	-	GH136(80-654)	GH136_e7	GH136	Y(1-54)	3	GH136	Putative extracellular lacto-N-biosidase (GH136)	HMO utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1425	-	GH3(130-356)	GH3_e11	GH3	Y(1-17)	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1454	2.4.1.18:57|2.4.1.18:14	GH13_9(300-600)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1474	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(3-92)+GH13_11(172-525)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1633	3.2.1.55:5	GH51(275-757)	GH51_e47	GH51	N	3	GH51	Putative alpha-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1663	3.2.1.23:18	GH42(24-394)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1721	-	GH32(120-290)+GH32(353-488)	GH32_e130	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1974	3.2.1.23:6	GH42(35-405)	GH42_e29	GH42	N	3	GH42	Beta-1,4-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.1979	-	GH43_34(19-293)	GH43_e120	GH43_34	N	3	GH43_34	endo-1,4-beta-xylanase	-
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.2009	3.2.1.25:5	GH5_18(15-294)	GH5_e224	GH5_18	N	3	GH5_18	N-glycan beta-mannosidase (GH5_18)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.203	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.2034	3.2.1.52:2	GH20(139-379)	GH20_e1	GH20	N	3	GH20	Beta-1,3/4-N-acetylglucosaminidase (GH20)	HMO utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.2041	3.2.1.18:6	GH33(23-369)	GH33_e129	GH33	N	3	GH33	HMO cluster I alpha-2,3/6-sialidase (GH33)	HMO utilization in bifidobacteria
Bifidobacterium longum subsp. infantis LH_664	fig|1682.138	fig|1682.138.peg.2050	3.2.1.111:8|3.2.1.51:3	GH29(21-353)	GH29_e30	GH29	N	3	GH29	Alpha-1,3/4-L-fucosidase (GH29)	HMO utilization in bifidobacteria
