seed_id	annotation
fig|630129.38.peg.510	putative signaling protein
fig|630129.38.peg.509	hypothetical protein
fig|630129.38.peg.508	hypothetical protein
fig|630129.38.peg.507	hypothetical protein
fig|630129.38.peg.506	Putative transmembrane protein
fig|630129.38.peg.505	Glycosyl transferase, group 1 family protein
fig|630129.38.peg.504	Glycosyl transferase, group 1 family protein
fig|630129.38.peg.503	hypothetical protein
fig|630129.38.peg.502	Putative membrane-spanning protein
fig|630129.38.peg.501	hypothetical protein
fig|630129.38.peg.500	hypothetical protein
fig|630129.38.peg.499	tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)
fig|630129.38.peg.498	UDP-glucose 4-epimerase (EC 5.1.3.2)
fig|630129.38.peg.497	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)
fig|630129.38.peg.496	Dihydrofolate reductase (EC 1.5.1.3)
fig|630129.38.peg.495	Thymidylate synthase (EC 2.1.1.45)
fig|630129.38.peg.494	hypothetical protein
fig|630129.38.peg.493	Universal stress protein UspA and related nucleotide-binding proteins
fig|630129.38.peg.492	NLP/P60 family protein
fig|630129.38.peg.491	hypothetical protein
fig|630129.38.peg.490	Phosphoserine aminotransferase (EC 2.6.1.52)
fig|630129.38.peg.489	hypothetical protein
fig|630129.38.peg.488	Two-component system sensor histidine kinase
fig|630129.38.peg.487	hypothetical protein
fig|630129.38.peg.486	Phosphate transport system regulatory protein PhoU
fig|630129.38.peg.485	Oleate hydratase (EC 4.2.1.53)
fig|630129.38.peg.484	Phosphoglycerate mutase (EC 5.4.2.11)
fig|630129.38.peg.483	1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)
fig|630129.38.peg.482	Hydrolase, alpha/beta fold family
fig|630129.38.peg.481	Putative oligosaccharide transporter
fig|630129.38.peg.480	Transcriptional regulator, LacI family
fig|630129.38.peg.479	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)
fig|630129.38.peg.478	Putative arabinose permease (TC 2.A.1.2)
fig|630129.38.peg.477	FIG140336: TPR domain protein
fig|630129.38.peg.476	hypothetical protein
fig|630129.38.peg.475	FIG01255854: hypothetical protein
fig|630129.38.peg.474	hypothetical protein
fig|630129.38.peg.473	Two-component system sensor histidine kinase
fig|630129.38.peg.472	Two-component transcriptional response regulator, LuxR family
fig|630129.38.peg.471	UbiC transcription regulator-associated domain protein
fig|630129.38.peg.470	Putative aminotransferase
fig|630129.38.peg.469	Small molecule diffusion facilitator (permease)
fig|630129.38.peg.468	Homoserine kinase (EC 2.7.1.39)
fig|630129.38.peg.467	hydrolase, putative isochorismatase
fig|630129.38.peg.466	Cytosine/purine/uracil/thiamine/allantoin permease family protein
fig|630129.38.peg.465	Putative sugar kinase
fig|630129.38.peg.464	ADP-ribosylglycohydrolase YegU (EC 3.2.-.-)
fig|630129.38.peg.463	Seryl-tRNA synthetase (EC 6.1.1.11)
fig|630129.38.peg.462	hypothetical protein
fig|630129.38.peg.461	Glucose utilization antiterminator, BglG family @ Fructose utilization antiterminator, BglG family
fig|630129.38.peg.460	Glucose-specific PTS system IIABC components (TC 4.A.1.2.18) @ Fructose-specific PTS system IIABC components (TC 4.A.1.2.18)
fig|630129.38.peg.459	Phosphoglucomutase (EC 5.4.2.2)
fig|630129.38.peg.458	hypothetical protein
fig|630129.38.peg.457	Ribonuclease HI (EC 3.1.26.4) / Domain of unknown function
fig|630129.38.peg.456	Ribose 5-phosphate isomerase A (EC 5.3.1.6)
fig|630129.38.peg.455	hypothetical protein
fig|630129.38.peg.454	hypothetical protein
fig|630129.38.peg.453	hypothetical protein
fig|630129.38.peg.452	hypothetical protein
fig|630129.38.peg.451	hypothetical protein
fig|630129.38.peg.450	Putative transcriptional regulator of caramelized fructose utilization-2 (LacI family)
fig|630129.38.peg.449	Putative inulin fructotransferase (DFA-III-forming) (GH91)
fig|630129.38.peg.448	Putative difructose dianhydride ABC transporter-2 permease component 2 (TC 3.A.1.1)
fig|630129.38.peg.447	Putative difructose dianhydride ABC transporter-2 permease component 1 (TC 3.A.1.1)
fig|630129.38.peg.446	Putative difructose dianhydride ABC transporter-2 substrate-binding component (TC 3.A.1.1)
fig|630129.38.peg.445	hypothetical protein
fig|630129.38.peg.444	hypothetical protein
fig|630129.38.peg.443	hypothetical protein
fig|630129.38.peg.442	Uncharacterized MFS-type transporter
fig|630129.38.peg.441	Sortase A, LPXTG specific
fig|630129.38.peg.440	hypothetical protein
fig|630129.38.peg.439	hypothetical protein
fig|630129.38.peg.438	DNA repair protein RadA
fig|630129.38.peg.437	Adenosylhomocysteinase (EC 3.3.1.1)
fig|630129.38.peg.436	possible chlorohydrolase-like protein
fig|630129.38.peg.435	hypothetical protein
fig|630129.38.peg.434	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.433	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.432	ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.431	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
fig|630129.38.peg.430	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.429	FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)
fig|630129.38.peg.428	tRNA pseudouridine(55) synthase (EC 5.4.99.25)
fig|630129.38.peg.427	Ribosome-binding factor A
fig|630129.38.peg.426	Translation initiation factor 2
fig|630129.38.peg.425	Transcription termination protein NusA
fig|630129.38.peg.424	hypothetical protein
fig|630129.38.peg.423	Protein containing transglutaminase-like domain, putative cysteine protease
fig|630129.38.peg.422	Protein containing domains DUF404, DUF407, DUF403
fig|630129.38.peg.421	tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)
fig|630129.38.peg.420	LSU ribosomal protein L17p
fig|630129.38.peg.419	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)
fig|630129.38.peg.418	SSU ribosomal protein S11p (S14e)
fig|630129.38.peg.417	SSU ribosomal protein S13p (S18e)
fig|630129.38.peg.416	LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-dependent
fig|630129.38.peg.415	Translation initiation factor 1
fig|630129.38.peg.414	Adenylate kinase (EC 2.7.4.3)
fig|630129.38.peg.413	Protein translocase subunit SecY
fig|630129.38.peg.412	LSU ribosomal protein L15p (L27Ae)
fig|630129.38.peg.411	LSU ribosomal protein L30p (L7e)
fig|630129.38.peg.410	SSU ribosomal protein S5p (S2e)
fig|630129.38.peg.409	LSU ribosomal protein L18p (L5e)
fig|630129.38.peg.408	LSU ribosomal protein L6p (L9e)
fig|630129.38.peg.407	SSU ribosomal protein S8p (S15Ae)
fig|630129.38.peg.406	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent
fig|630129.38.peg.405	LSU ribosomal protein L5p (L11e)
fig|630129.38.peg.404	LSU ribosomal protein L24p (L26e)
fig|630129.38.peg.403	LSU ribosomal protein L14p (L23e)
fig|630129.38.peg.402	SSU ribosomal protein S17p (S11e)
fig|630129.38.peg.401	LSU ribosomal protein L29p (L35e)
fig|630129.38.peg.400	LSU ribosomal protein L16p (L10e)
fig|630129.38.peg.399	SSU ribosomal protein S3p (S3e)
fig|630129.38.peg.398	LSU ribosomal protein L22p (L17e)
fig|630129.38.peg.397	SSU ribosomal protein S19p (S15e)
fig|630129.38.peg.396	LSU ribosomal protein L2p (L8e)
fig|630129.38.peg.395	LSU ribosomal protein L23p (L23Ae)
fig|630129.38.peg.394	LSU ribosomal protein L4p (L1e)
fig|630129.38.peg.393	LSU ribosomal protein L3p (L3e)
fig|630129.38.peg.392	SSU ribosomal protein S10p (S20e)
fig|630129.38.peg.391	Alcohol dehydrogenase (EC 1.1.1.1) / Acetaldehyde dehydrogenase (EC 1.2.1.10)
fig|630129.38.peg.390	Putative transcriptional regulator of sorbitol utilization (AraC family)
fig|630129.38.peg.389	Sorbitol dehydrogenase (EC 1.1.1.14)
fig|630129.38.peg.388	Putative sorbitol MFS permease (TC 2.A.1.18)
fig|630129.38.peg.387	Putative transcriptional regulator of mannitol utilization (ROK family)
fig|630129.38.peg.386	Lactoylglutathione lyase and related lyases
fig|630129.38.peg.385	Putative glycogen debranching enzyme-2 (GH13_11)
fig|630129.38.peg.384	SSU ribosomal protein S9p (S16e)
fig|630129.38.peg.383	LSU ribosomal protein L13p (L13Ae)
fig|630129.38.peg.382	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)
fig|630129.38.peg.381	FIG00672147: hypothetical protein
fig|630129.38.peg.380	FIG000605: protein co-occurring with transport systems (COG1739)
fig|630129.38.peg.379	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
fig|630129.38.peg.378	Capsule biosynthesis protein capA
fig|630129.38.peg.377	DNA polymerase IV (EC 2.7.7.7)
fig|630129.38.peg.376	Putative XOS/AXOS acetyl or feruloyl esterase-2
fig|630129.38.peg.375	Double substituted AXOS alpha-1,3-L-arabinofuranosidase (GH43_10)
fig|630129.38.peg.374	Reducing end xylose-releasing exo-oligoxylanase-1 (GH8)
fig|630129.38.peg.373	Beta-1,4-xylosidase-1 (GH120)
fig|630129.38.peg.372	hypothetical protein
fig|630129.38.peg.371	Beta-1,4-xylosidase-1 (GH43_11)
fig|630129.38.peg.370	XOS/AXOS ABC transporter-2 ATP-binding component 2 (TC 3.A.1.5)
fig|630129.38.peg.369	XOS/AXOS ABC transporter-2 ATP-binding component 1 (TC 3.A.1.5)
fig|630129.38.peg.368	XOS/AXOS ABC transporter-2 permease component 2 (TC 3.A.1.5)
fig|630129.38.peg.367	XOS/AXOS ABC transporter-2 permease component 1 (TC 3.A.1.5)
fig|630129.38.peg.366	XOS/AXOS ABC transporter-2 substrate-binding component (TC 3.A.1.5)
fig|630129.38.peg.365	N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17), type 2
fig|630129.38.peg.364	4Fe-4S ferredoxin, iron-sulfur binding
fig|630129.38.peg.363	Uncharacterized amino acid permease, GabP family
fig|630129.38.peg.362	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)
fig|630129.38.peg.361	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent
fig|630129.38.peg.360	hypothetical protein
fig|630129.38.peg.359	Heat shock protein 10 kDa family chaperone GroES
fig|630129.38.peg.358	hypothetical protein
fig|630129.38.peg.357	Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)
fig|630129.38.peg.356	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)
fig|630129.38.peg.355	hypothetical protein
fig|630129.38.peg.354	hypothetical protein
fig|630129.38.peg.353	hypothetical protein
fig|630129.38.peg.352	hypothetical protein
fig|630129.38.peg.351	hypothetical protein
fig|630129.38.peg.350	LSU ribosomal protein L7p/L12p (P1/P2)
fig|630129.38.peg.349	LSU ribosomal protein L10p (P0)
fig|630129.38.peg.348	Guanine/hypoxanthine permease
fig|630129.38.peg.347	Zinc ABC transporter, substrate-binding protein ZnuA
fig|630129.38.peg.346	Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)
fig|630129.38.peg.345	Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)
fig|630129.38.peg.344	Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)
fig|630129.38.peg.343	hypothetical protein
fig|630129.38.peg.342	Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)
fig|630129.38.peg.341	hypothetical protein
fig|630129.38.peg.340	Phosphate regulon transcriptional regulatory protein PhoB (SphR)
fig|630129.38.peg.339	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)
fig|630129.38.peg.338	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
fig|630129.38.peg.337	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)
fig|630129.38.peg.336	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)
fig|630129.38.peg.335	Aminopeptidase C (EC 3.4.22.40)
fig|630129.38.peg.334	Cell division initiation protein DivIVA
fig|630129.38.peg.333	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)
fig|630129.38.peg.332	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)
fig|630129.38.peg.331	FIG00003370: Multicopper polyphenol oxidase
fig|630129.38.peg.330	Uncharacterized protease YrrO
fig|630129.38.peg.329	hypothetical protein
fig|630129.38.peg.328	possible oxidoreductase of the aldo/keto reductase family
fig|630129.38.peg.327	archaeal ATPase, fused to C-terminal DUF234 domain
fig|630129.38.peg.326	hypothetical protein
fig|630129.38.peg.325	LemA protein
fig|630129.38.peg.324	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)
fig|630129.38.peg.323	SSU ribosomal protein S15p (S13e)
fig|630129.38.peg.322	Membrane protein involved in the export of O-antigen and teichoic acid
fig|630129.38.peg.321	Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)
fig|630129.38.peg.320	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
fig|630129.38.peg.319	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
fig|630129.38.peg.318	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14) / Biotin carboxyl carrier protein of acetyl-CoA carboxylase
fig|630129.38.peg.317	Substrate-specific component BioY of biotin ECF transporter
fig|630129.38.peg.316	Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)
fig|630129.38.peg.315	COG1879: ABC-type sugar transport system, periplasmic component
fig|630129.38.peg.314	Regulator of polyketide synthase expression
fig|630129.38.peg.313	LSU ribosomal protein L1p (L10Ae)
fig|630129.38.peg.312	LSU ribosomal protein L11p (L12e)
fig|630129.38.peg.311	Transcription antitermination protein NusG
fig|630129.38.peg.310	Protein translocase subunit SecE
fig|630129.38.peg.309	Aspartate aminotransferase (EC 2.6.1.1)
fig|630129.38.peg.308	Glutamate 5-kinase (EC 2.7.2.11) / RNA-binding C-terminal domain PUA
fig|630129.38.peg.307	GTP-binding protein Obg
fig|630129.38.peg.306	LSU ribosomal protein L27p
fig|630129.38.peg.305	LSU ribosomal protein L21p
fig|630129.38.peg.304	Ribonuclease E (EC 3.1.26.12)
fig|630129.38.peg.303	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)
fig|630129.38.peg.302	hypothetical protein
fig|630129.38.peg.301	Auxin efflux carrier family protein
fig|630129.38.peg.300	ABC transporter, fused permease protein
fig|630129.38.peg.299	ABC-type antimicrobial peptide transport system, ATPase component
fig|630129.38.peg.298	Ribonuclease HII (EC 3.1.26.4)
fig|630129.38.peg.297	Signal peptidase I (EC 3.4.21.89)
fig|630129.38.peg.296	LSU ribosomal protein L19p
fig|630129.38.peg.295	Glucose-6-phosphate isomerase (EC 5.3.1.9)
fig|630129.38.peg.294	Auxin efflux carrier family protein
fig|630129.38.peg.293	hypothetical protein
fig|630129.38.peg.292	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)
fig|630129.38.peg.291	Ribonuclease PH (EC 2.7.7.56)
fig|630129.38.peg.290	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)
fig|630129.38.peg.289	Transcriptional regulator, MerR family
fig|630129.38.peg.288	hypothetical protein
fig|630129.38.peg.287	Putative ion-channel protein
fig|630129.38.peg.286	hypothetical protein
fig|630129.38.peg.285	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
fig|630129.38.peg.284	FIG00814129: Possible chaperone
fig|630129.38.peg.283	FIG01269488: protein, clustered with ribosomal protein L32p
fig|630129.38.peg.282	LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-dependent
fig|630129.38.peg.281	Mobile element protein
fig|630129.38.peg.280	hypothetical protein
fig|630129.38.peg.279	23S rRNA (adenine(2058)-N(6))-dimethyltransferase (EC 2.1.1.184) => Erm(X)
fig|630129.38.peg.278	Mobile element protein
fig|630129.38.peg.277	hypothetical protein
fig|630129.38.peg.276	23S rRNA (adenine(2058)-N(6))-dimethyltransferase (EC 2.1.1.184) => Erm(X)
fig|630129.38.peg.275	Mobile element protein
fig|630129.38.peg.274	hypothetical protein
fig|630129.38.peg.273	23S rRNA (adenine(2058)-N(6))-dimethyltransferase (EC 2.1.1.184) => Erm(X)
fig|630129.38.peg.272	Mobile element protein
fig|630129.38.peg.271	Ribonuclease III (EC 3.1.26.3)
fig|630129.38.peg.270	Acetolactate synthase large subunit (EC 2.2.1.6)
fig|630129.38.peg.269	Acetolactate synthase small subunit (EC 2.2.1.6)
fig|630129.38.peg.268	Predicted ATPase (AAA+ superfamily)
fig|630129.38.peg.267	hypothetical protein
fig|630129.38.peg.266	Bis-ABC ATPase BAD_0214
fig|630129.38.peg.265	Glutamine amidotransferase, class I
fig|630129.38.peg.264	Cysteinyl-tRNA synthetase (EC 6.1.1.16)
fig|630129.38.peg.263	hypothetical protein
fig|630129.38.peg.262	hypothetical protein
fig|630129.38.peg.261	Signal recognition particle protein Ffh
fig|630129.38.peg.260	Conserved membrane spanning protein with endonuclease/exonuclease/phosphatase domain
fig|630129.38.peg.259	SSU ribosomal protein S16p
fig|630129.38.peg.258	KH domain RNA binding protein YlqC
fig|630129.38.peg.257	16S rRNA processing protein RimM
fig|630129.38.peg.256	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)
fig|630129.38.peg.255	16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)
fig|630129.38.peg.254	ATP-dependent DNA helicase RecG (EC 3.6.4.12)
fig|630129.38.peg.253	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-dependent
fig|630129.38.peg.252	Uncharacterized MFS-type transporter YxiO
fig|630129.38.peg.251	hypothetical protein
fig|630129.38.peg.250	hypothetical protein
fig|630129.38.peg.249	hypothetical protein
fig|630129.38.peg.248	hypothetical protein
fig|630129.38.peg.247	hypothetical protein
fig|630129.38.peg.246	hypothetical protein
fig|630129.38.peg.245	hypothetical protein
fig|630129.38.peg.244	hypothetical protein
fig|630129.38.peg.243	hypothetical protein
fig|630129.38.peg.242	Putative transcriptional regulator of gluconate utilization (GntR family)
fig|630129.38.peg.241	Gluconokinase (EC 2.7.1.12)
fig|630129.38.peg.240	hypothetical protein
fig|630129.38.peg.239	Putative D-gluconate MFS permease (TC 2.A.8)
fig|630129.38.peg.238	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)
fig|630129.38.peg.237	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Predicted aromatic amino acids transaminase
fig|630129.38.peg.236	hypothetical protein
fig|630129.38.peg.235	Esterase/lipase
fig|630129.38.peg.234	hypothetical protein
fig|630129.38.peg.233	hypothetical protein
fig|630129.38.peg.232	hypothetical protein
fig|630129.38.peg.231	ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)
fig|630129.38.peg.230	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)
fig|630129.38.peg.229	ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)
fig|630129.38.peg.228	ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)
fig|630129.38.peg.227	D-alanine--D-alanine ligase (EC 6.3.2.4)
fig|630129.38.peg.226	hypothetical protein
fig|630129.38.peg.225	archaeal ATPase, fused to C-terminal DUF234 domain
fig|630129.38.peg.224	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)
fig|630129.38.peg.223	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
fig|630129.38.peg.222	hypothetical protein
fig|630129.38.peg.221	Sortase A, LPXTG specific
fig|630129.38.peg.220	Cell wall surface anchor family protein
fig|630129.38.peg.219	hypothetical protein
fig|630129.38.peg.218	ATP-dependent DNA helicase RecG
fig|630129.38.peg.217	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
fig|630129.38.peg.216	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
fig|630129.38.peg.215	Uncharacterized protein BT3327
fig|630129.38.peg.214	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)
fig|630129.38.peg.213	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
fig|630129.38.peg.212	Transcriptional regulator, IclR family
fig|630129.38.peg.211	FIG00672316: hypothetical protein
fig|630129.38.peg.210	Beta-glucosidase-3 (GH3)
fig|630129.38.peg.209	hypothetical protein
fig|630129.38.peg.208	hypothetical protein
fig|630129.38.peg.207	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)
fig|630129.38.peg.206	hypothetical protein
fig|630129.38.peg.205	Toxin HigB / Protein kinase domain of HipA
fig|630129.38.peg.204	Integral membrane protein
fig|630129.38.peg.203	hypothetical protein
fig|630129.38.peg.202	hypothetical protein
fig|630129.38.peg.201	Hypothetical, related to broad specificity phosphatases COG0406
fig|630129.38.peg.200	Uncharacterized MFS-type transporter
fig|630129.38.peg.199	narrowly conserved hypothetical membrane protein
fig|630129.38.peg.198	Domain of unknown function / Tautomerase
fig|630129.38.peg.197	Formate--tetrahydrofolate ligase (EC 6.3.4.3)
fig|630129.38.peg.196	Putative dipeptidase
fig|630129.38.peg.195	Phospholipid-binding protein
fig|630129.38.peg.194	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)
fig|630129.38.peg.193	hypothetical protein
fig|630129.38.peg.192	Phosphotransferase system, phosphocarrier protein HPr
fig|630129.38.peg.191	Transcriptional regulator, LacI family
fig|630129.38.peg.190	DNA polymerase III delta prime subunit (EC 2.7.7.7)
fig|630129.38.peg.189	Thymidylate kinase (EC 2.7.4.9)
fig|630129.38.peg.188	DNA topoisomerase I (EC 5.99.1.2)
fig|630129.38.peg.187	Phosphoesterase, PA-phosphatase related
fig|630129.38.peg.186	UDP-galactopyranose mutase (EC 5.4.99.9)
fig|630129.38.peg.185	Inositol-1-phosphate synthase (EC 5.5.1.4)
fig|630129.38.peg.184	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
fig|630129.38.peg.183	Putative alpha-L-arabinofuranosidase (GH43_22)
fig|630129.38.peg.182	hypothetical protein
fig|630129.38.peg.181	Putative alpha-arabinooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)
fig|630129.38.peg.180	Putative alpha-arabinooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)
fig|630129.38.peg.179	Putative alpha-arabinooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)
fig|630129.38.peg.178	Alpha-1,5-L-arabinofuranosidase (GH43_26)
fig|630129.38.peg.177	hypothetical protein
fig|630129.38.peg.176	Putative transcriptional regulator of alpha-arabinooligosaccharide utilization (LacI family)
fig|630129.38.peg.175	Alpha-1,2/3-L-arabinofuranosidase (GH43_27)
fig|630129.38.peg.174	Extracellular endo-alpha-1,5-L-arabinanase (GH43_4)
fig|630129.38.peg.173	Endo-alpha-1,5-L-arabinanase (GH43_4)
fig|630129.38.peg.172	Putative alpha-1,5-L-arabinofuranosidase (GH51)
fig|630129.38.peg.171	hypothetical protein
fig|630129.38.peg.170	2-isopropylmalate synthase (EC 2.3.3.13)
fig|630129.38.peg.169	phosphohydrolase
fig|630129.38.peg.168	FIG00672068: hypothetical protein
fig|630129.38.peg.167	FIG001353: Acetyltransferase
fig|630129.38.peg.166	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
fig|630129.38.peg.165	Aspartokinase (EC 2.7.2.4)
fig|630129.38.peg.164	Aspartokinase (EC 2.7.2.4)
fig|630129.38.peg.163	hypothetical protein
fig|630129.38.peg.162	Recombination protein RecR
fig|630129.38.peg.161	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)
fig|630129.38.peg.160	Transcriptional regulator, AcrR family
fig|630129.38.peg.159	hypothetical protein
fig|630129.38.peg.158	hypothetical protein
fig|630129.38.peg.157	hypothetical protein
fig|630129.38.peg.156	hypothetical protein
fig|630129.38.peg.155	TadE-like protein BAD_0132
fig|630129.38.peg.154	TadC-like protein BAD_0131
fig|630129.38.peg.153	TadB-like protein BAD_0130
fig|630129.38.peg.152	TadA-like protein BAD_0129
fig|630129.38.peg.151	TadZ-like protein BAD_0128
fig|630129.38.peg.150	Polyphosphate kinase (EC 2.7.4.1)
fig|630129.38.peg.149	probable MutT1 protein
fig|630129.38.peg.148	hypothetical protein
fig|630129.38.peg.147	Uracil phosphoribosyltransferase (EC 2.4.2.9)
fig|630129.38.peg.146	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
fig|630129.38.peg.145	Uncharacterized ABC1 family protein Bbr_0249
fig|630129.38.peg.144	hypothetical protein
fig|630129.38.peg.143	Putative amidotransferase similar to cobyric acid synthase
fig|630129.38.peg.142	proposed amino acid ligase found clustered with an amidotransferase
fig|630129.38.peg.141	Replicative DNA helicase (DnaB) (EC 3.6.4.12)
fig|630129.38.peg.140	[Protein-PII] uridylyltransferase (EC 2.7.7.59) / [Protein-PII]-UMP uridylyl-removing enzyme
fig|630129.38.peg.139	hypothetical protein
fig|630129.38.peg.138	Nitrogen regulatory protein P-II
fig|630129.38.peg.137	Ammonium transporter
fig|630129.38.peg.136	Signal recognition particle receptor FtsY
fig|630129.38.peg.135	hypothetical protein
fig|630129.38.peg.134	hypothetical protein
fig|630129.38.peg.133	Transcriptional regulator, AcrR family
fig|630129.38.peg.132	Glycosyltransferase
fig|630129.38.peg.131	Dipeptidase
fig|630129.38.peg.130	Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib
fig|630129.38.peg.129	hypothetical protein
fig|630129.38.peg.128	hypothetical protein
fig|630129.38.peg.127	Phage infection protein
fig|630129.38.peg.126	hypothetical protein
fig|630129.38.peg.125	Transcriptional regulator, AcrR family
fig|630129.38.peg.124	hypothetical protein
fig|630129.38.peg.123	ABC-type antimicrobial peptide transport system, ATPase component
fig|630129.38.peg.122	possible permease protein of ABC transporter system
fig|630129.38.peg.121	hypothetical protein
fig|630129.38.peg.120	ABC transporter, permease protein
fig|630129.38.peg.119	Integral membrane protein
fig|630129.38.peg.118	hypothetical protein
fig|630129.38.peg.117	Periplasmic protein p19 involved in high-affinity Fe2+ transport
fig|630129.38.peg.116	Putative high-affinity iron permease
fig|630129.38.peg.115	FAD:protein FMN transferase (EC 2.7.1.180)
fig|630129.38.peg.114	Oxidoreductase
fig|630129.38.peg.113	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2
