mcSEED_subsystem	name	alt_names	annotation	dupl_subsystem	dupl_homolog	phenotype	pathway	type	classification	additional_classification	function	regulon	evidence	PMID	example_id_mcSEED	example_locus_tag	additional_info
Sialic acid utilization	NanD	NA	N-acetylneuraminate ABC transporter permease component 2 (TC 3.A.1)	NA	NA	Neu5Ac	N-acetylneuraminic acid utilization	transporter	TC 3.A.1	ABC Superfamily	Transports N-acetylneuraminic acid	NanR	characterized	24814790	fig|326426.4.peg.179	Bbr_0166	Gene in Bifidobacterium breve UCC2003 is upregulated on Neu5Ac (PMID: 24814790)
Sialic acid utilization	NanF	NA	N-acetylneuraminate ABC transporter ATP-binding component (TC 3.A.1)	NA	NA	Neu5Ac	N-acetylneuraminic acid utilization	transporter	TC 3.A.1	ABC Superfamily	Transports N-acetylneuraminic acid	NanR	characterized	24814790	fig|326426.4.peg.180	Bbr_0167	Gene in Bifidobacterium breve UCC2003 is upregulated on Neu5Ac (PMID: 24814790)
Sialic acid utilization	NanB2	NA	Putative N-acetylneuraminate ABC transporter substrate-binding component (TC 3.A.1)	NA	NA	Neu5Ac	N-acetylneuraminic acid utilization	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport N-acetylneuraminic acid	NanR2	predicted_new	NA	fig|1682.76.peg.687	NA	NA
Sialic acid utilization	NanC2	NA	Putative N-acetylneuraminate ABC transporter permease component 1 (TC 3.A.1)	NA	NA	Neu5Ac	N-acetylneuraminic acid utilization	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport N-acetylneuraminic acid	NanR2	predicted_new	NA	fig|1682.76.peg.685	NA	NA
Sialic acid utilization	NanD2	NA	Putative N-acetylneuraminate ABC transporter permease component 2 (TC 3.A.1)	NA	NA	Neu5Ac	N-acetylneuraminic acid utilization	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport N-acetylneuraminic acid	NanR2	predicted_new	NA	fig|1682.76.peg.686	NA	NA
Sialic acid utilization	NanR	NA	Transcriptional regulator of N-acetylneuraminate utilization (GntR family)	NA	NA	Neu5Ac	N-acetylneuraminic acid utilization	regulator	GntR	NA	Transcriptional repressor of the nan gene cluster. Transcriptional effector: N-acetylneuraminic acid	NanR	characterized	25688064	fig|326426.4.peg.186	Bbr_0173	NA
Sialic acid utilization	NanR2	NA	Putative transcriptional regulator of N-acetylneuraminate utilization (RpiR family)	NA	NA	Neu5Ac	N-acetylneuraminic acid utilization	regulator	RpiR	NA	Predicted to regulate the expression of genes involved in N-acetylneuraminic acid utilization. Predicted transcriptional effector: N-acetylneuraminic acid	NanR2	predicted_new	NA	fig|1682.76.peg.681	NA	NA
HMO utilization	BbgIII	NA	Extracellular beta-1,4-galactosidase (GH2)	d	NA	LNnT;lcHMO;Muc	LNnT utilization;Long-chain HMO utilization;Mucin O-glycan degradation	CAZyme	GH2	extracellular	Releases terminal beta-1,4-linked galactose (D-Galp) residues from LNnT, LacNAc, and LNH. Has approximately 1000-fold lower activity toward lactose; not active toward lacto-N-biose, LNT, 3FL, LNFP III	NagR	characterized	20581010	fig|702459.3.peg.500	BBPR_0482	NA
HMO utilization	BbhI	NA	Extracellular beta-1,3-N-acetylglucosaminidase (GH20)	d	NA	LNnT;lcHMO;Muc	LNnT utilization;Long-chain HMO utilization;Mucin O-glycan degradation	CAZyme	GH20	extracellular	Releases terminal beta-1,3-linked GlcNAc residues from lacto-N-triose I and core 3 structure mucin O-glycans	NA	characterized	20581010;37146969	fig|702459.3.peg.1583	BBPR_1529	Gene in Bifidobacterium bifidum JCM 1254 is upregulated on mucin (PMID: 37146969)
HMO utilization	LnbB	NA	Extracellular lacto-N-biosidase (GH20)	d	NA	LNT;Muc	LNT utilization;Mucin O-glycan degradation	CAZyme	GH20	extracellular	(i) cleaves the -GlcNAc(b1-3)Gal- glycosidic bond in LNT releasing lacto-N-biose and lactose; also active toward LNH; (ii) releases galacto-N-biose from Gb5 and GA1 oligosaccharides	NagR	characterized	18469123;25839135	fig|702459.3.peg.1489	BBPR_1438	NA
HMO utilization	LnbX	NA	Extracellular lacto-N-biosidase (GH136)	d	NA	LNT;LNFPI;lcHMO;Muc	LNT utilization;LNFP I utilization;Long-chain HMO utilization;Mucin O-glycan degradation	CAZyme	GH136	extracellular	(i) cleaves the -GlcNAc(b1-3)Gal- glycosidic bond in LNT releasing lacto-N-biose and lactose; also active toward LNH, LNFP I, and LST a; (ii) releases galacto-N-biose from Gb5 pentasaccharide and globo H hexasaccharide	NagR	characterized	23843461;25839135	fig|565042.3.peg.1561	BLLJ_1505	Requires a chaperone (LnbY) for correct folding. Knockout of the gene abolishes the growth of Bifidobacterium longum subsp. longum JCM1217 on LNT (PMID: 28392148) 
HMO utilization	LnbI	NA	Putative extracellular lacto-N-biosidase (GH136)	NA	NA	LNT	LNT utilization	CAZyme	GH136	extracellular	Predicted to cleave the -GlcNAc(b1-3)Gal- glycosidic bond in LNT releasing lacto-N-biose and lactose	NagR	predicted_new	NA	fig|1682.137.peg.1711	BIFLH23_01655	NA
HMO utilization	BbAfcA	AfcA	Extracellular alpha-1,2-L-fucosidase (GH95)	d	NA	FL;LNFPI;lcHMO;Muc	2'FL and 3FL utilization;LDFT utilization;LNFP I utilization;Long-chain HMO utilization;Mucin O-glycan degradation	CAZyme	GH95	extracellular	Releases terminal alpha-1,2-linked fucose (L-Fucp) residues from 2'FL and LNFP I	NA	characterized	15262925	fig|702459.3.peg.202	BBPR_0193	Gene in Bifidobacterium bifidum is upregulated on mucin (PMID: 18223105)
HMO utilization	BbAfcB	AfcB	Extracellular alpha-1,3/4-L-fucosidase (GH29)	d	NA	FL;LNFPI;lcHMO;Muc	2'FL and 3FL utilization;LDFT utilization;Long-chain HMO utilization;Mucin O-glycan degradation	CAZyme	GH29_B	extracellular	Releases terminal alpha-1,3/4-linked fucose (L-Fucp) residues from 3FL, LNFP II, LNFP III, Lewis a/x trisaccharides, Lewis y tetrasachharide 	NA	characterized	19520709	fig|702459.3.peg.1407	BBPR_1360	NA
HMO utilization	SiaBb1	NA	Extracellular alpha-2,3/6/8-sialidase with acetylesterase (GH33)	d	NA	SL;lcHMO;Muc	Sialyllactose utilization;Long-chain HMO utilization;Mucin O-glycan degradation	CAZyme	GH33	extracellular	Releases terminal alpha-2,3/6-linked N-acetylneuraminic acid/Neu5,9Ac2 residues from HMOs and mucin O-glycans.The second domain acts as sialate-O-acetylesterase on Neu5,9Ac2, releasing N-acetylneuraminic acid	NA	characterized	30027820	fig|702459.3.peg.1852	BBPR_1793	NA
HMO utilization	SiaBb2	NA	Extracellular alpha-2,3/6/8-sialidase (GH33)	d	NA	SL;lcHMO;Muc	Sialyllactose utilization;Long-chain HMO utilization;Mucin O-glycan degradation	CAZyme	GH33	extracellular	Releases terminal alpha-2,3/6/8-linked N-acetylneuraminic acid/Neu5,9Ac2 residues from 3'SL, 6'SL (low activity), DSLNT, ganglioside GD1a, colominic acid (low activity), N- and O-glycans	NA	characterized	21036948;29787815;30027820	fig|702459.3.peg.1853	BBPR_1794	Knockout of the gene decreases the growth of Bifidobacterium bifidum on 6’SL and acidic porcine mucin oligosaccharide mixture (PMID: 28974612)
HMO utilization	LacS	NA	Lactose MFS permease (TC 2.A.2)	d	NA	Lac	Lactose utilization;Lactulose utilization	transporter	TC 2.A.2	MFS Superfamily; Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family	Transports lactose and lactulose	LacR	characterized	23199239	fig|326426.4.peg.1665	Bbr_1551	Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on lactose and lactulose
HMO utilization	GltA	LnbA	Lacto-N-biose/galacto-N-biose ABC transporter-1 substrate-binding component (TC 3.A.1.1.48)	d	NA	LNB;GNB	LNB utilization;GNB utilization	transporter	TC 3.A.1.1.48	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds lacto-N-biose (LNB) and galacto-N-biose (GNB) in vitro	NagR	characterized	18332142	fig|565042.3.peg.1682	BLLJ_1626	Substrate specificity varies at the species and strain levels (PMIDs: 18332142; 21423604; 27756904)
HMO utilization	GltB	LnbB	Lacto-N-biose/galacto-N-biose ABC transporter-1 permease component 1 (TC 3.A.1.1.48)	d	NA	LNB;GNB	LNB utilization;GNB utilization	transporter	TC 3.A.1.1.48	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-biose and galacto-N-biose	NagR	predicted	NA	fig|565042.3.peg.1681	BLLJ_1625	NA
HMO utilization	GltC	LnbB	Lacto-N-biose/galacto-N-biose ABC transporter-1 permease component 2 (TC 3.A.1.1.48)	d	NA	LNB;GNB	LNB utilization;GNB utilization	transporter	TC 3.A.1.1.48	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-biose and galacto-N-biose	NagR	predicted	NA	fig|565042.3.peg.1680	BLLJ_1624	NA
HMO utilization	GltF	Blon_0883	Lacto-N-biose/galacto-N-biose ABC transporter-2 substrate-binding component (TC 3.A.1.1)	d	NA	LNB;GNB	LNB utilization;GNB utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds lacto-N-biose and galacto-N-biose in vitro	NagR	characterized	21423604	fig|391904.5.peg.886	Blon_0883	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT (PMIDs: 29900174; 36094076)
HMO utilization	GltG	Blon_0884	Lacto-N-biose/galacto-N-biose ABC transporter-2 permease component 1 (TC 3.A.1.1)	d	NA	LNB;GNB	LNB utilization;GNB utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-biose and galacto-N-biose	NagR	predicted	NA	fig|391904.5.peg.887	Blon_0884	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT (PMIDs: 29900174; 36094076)
HMO utilization	GltH	Blon_0885	Lacto-N-biose/galacto-N-biose ABC transporter-2 permease component 2 (TC 3.A.1.1)	d	NA	LNB;GNB	LNB utilization;GNB utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-biose and galacto-N-biose	NagR	predicted	NA	fig|391904.5.peg.888	Blon_0885	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT (PMIDs: 29900174; 36094076)
HMO utilization	GltA_HMO	Blon_2177	Type I chain HMO ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	LNT	LNT utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds lacto-N-tetraose (LNT) in vitro	NagR	characterized	21423604	fig|391904.5.peg.2187	Blon_2177	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT (PMIDs: 29900174; 36094076)
HMO utilization	GltB_HMO	Blon_2176	Type I chain HMO ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	LNT	LNT utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-tetraose and type I chain HMOs	NagR	predicted	NA	fig|391904.5.peg.2186	Blon_2176	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT (PMIDs: 29900174; 36094076)
HMO utilization	GltC_HMO	Blon_2175	Type I chain HMO ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	LNT	LNT utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports lacto-N-tetraose and type I chain HMOs	NagR	predicted	NA	fig|391904.5.peg.2185	Blon_2175	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT (PMIDs: 29900174; 36094076)
HMO utilization	HmoA	Blon_2347	Type II chain HMO ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	LNnT;lcHMO	LNnT utilization;Long-chain HMO utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds lacto-N-neotetraose (LNnT) in vitro	NagR	characterized	21423604	fig|391904.5.peg.2361	 Blon_2347	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT, and HMO mixture (PMIDs: 26337101; 29900174; 36094076)
HMO utilization	HmoA2	Blon_2344	Type II chain HMO ABC transporter (low affinity) substrate-binding component (TC 3.A.1.1)	NA	NA	LNnT;lcHMO	LNnT utilization;Long-chain HMO utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds lacto-N-neotetraose in vitro with very low affinity	NagR	characterized	21423604	fig|391904.5.peg.2358	Blon_2344	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT, and HMO mixture (PMIDs: 26337101; 29900174; 36094076)
HMO utilization	HmoB	Blon_2346	Type II chain HMO ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	LNnT;lcHMO	LNnT utilization;Long-chain HMO utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports LNnT and type II chain HMOs	NagR	predicted	NA	fig|391904.5.peg.2360	Blon_2343;Blon_2346	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT, and HMO mixture (PMIDs: 26337101; 29900174; 36094076)
HMO utilization	HmoC	Blon_2345	Type II chain HMO ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	LNnT;lcHMO	LNnT utilization;Long-chain HMO utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Likely transports LNnT and type II chain HMOs	NagR	predicted	NA	fig|391904.5.peg.2359	Blon_2342;Blon_2345	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT, and HMO mixture (PMIDs: 26337101; 29900174; 36094076)
HMO utilization	HmoA3	Blon_2350	Putative HMO ABC transporter (Blon_2350) substrate-binding component (TC 3.A.1.1)	NA	NA	lcHMO	Long-chain HMO utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport HMOs	NagR	predicted	21423604	fig|391904.5.peg.2365	Blon_2350	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT, and HMO mixture (PMIDs: 26337101; 29900174; 36094076)
HMO utilization	HmoA4	Blon_2351	Putative HMO ABC transporter (Blon_2351) substrate-binding component (TC 3.A.1.1)	NA	NA	lcHMO	Long-chain HMO utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport HMOs	NagR	predicted	21423604	fig|391904.5.peg.2366	Blon_2351	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT, and HMO mixture (PMIDs: 26337101; 29900174; 36094076)
HMO utilization	HmoA5	Blon_2352	Putative HMO ABC transporter (Blon_2352) substrate-binding component (TC 3.A.1.1)	NA	NA	lcHMO	Long-chain HMO utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport HMOs	NagR	predicted	21423604	fig|391904.5.peg.2368	Blon_2352	Gene in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on LNT, LNnT, and HMO mixture (PMIDs: 26337101; 29900174; 36094076)
HMO utilization	HmoA6	Blon_2354	Putative HMO ABC transporter (Blon_2354) substrate-binding component (TC 3.A.1.1)	NA	NA	lcHMO	Long-chain HMO utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport HMOs	NagR	predicted	21423604	fig|391904.5.peg.2371	Blon_2354	NA
HMO utilization	NahS	Bbr_1554	LNnT ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	LNnT	LNnT utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports LNnT	NahR	characterized	27929046	fig|326426.4.peg.1669	Bbr_1554	Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on LNnT (PMID: 27929046)
HMO utilization	NahB	NA	LNnT ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	LNnT	LNnT utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport LNnT	NA	predicted	NA	fig|391904.5.peg.460	Blon_0461	NA
HMO utilization	NahC	NA	LNnT ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	LNnT	LNnT utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport LNnT	NA	predicted	NA	fig|391904.5.peg.459	Blon_0460	NA
HMO utilization	FL1_A	Blon_0343;FL1	2'FL, 3FL ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	FL	2'FL and 3FL utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports 2'FL and 3FL	FumR	characterized	31489370;34731055	fig|391904.5.peg.342	Blon_0343	Gene in Bifidobacterium longum subsp. infantis ATCC15697 upregulated on 2'FL (PMID: 33330584)
HMO utilization	FL2_A	Blon_2202;FL2	2'FL, 3FL, LDFT, LNFP I ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	FL;LNFPI	2'FL and 3FL utilization;LDFT utilization;LNFP I utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports 2'FL, 3FL, LDFT, and LNFP I	FumR	characterized	31489370;34731055	fig|391904.5.peg.2211	Blon_2202	Ortholog in Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 additionally transports LNFP II and LNDFH I/II (PMID: 34731055). Gene in Bifidobacterium longum subsp. infantis ATCC15697 upregulated on 2'FL (PMID: 33330584)
HMO utilization	FL2_B	Blon_0341;Blon_2204	2'FL, 3FL, LDFT, LNFP I ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	FL;LNFPI	2'FL and 3FL utilization;LDFT utilization;LNFP I utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports 2'FL, 3FL, LDFT, and LNFP I	FumR	characterized	31489370;34731055	fig|391904.5.peg.2213	Blon_0341;Blon_2204	Gene in Bifidobacterium longum subsp. infantis ATCC15697 upregulated on 2'FL (PMID: 33330584)
HMO utilization	FL2_C	Blon_0342;Blon_2203	2'FL, 3FL, LDFT, LNFP I ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	FL;LNFPI	2'FL and 3FL utilization;LDFT utilization;LNFP I utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports 2'FL, 3FL, LDFT, and LNFP I	FumR	characterized	31489370;34731055	fig|391904.5.peg.2212	Blon_0342;Blon_2203	Gene in Bifidobacterium longum subsp. infantis ATCC15697 upregulated on 2'FL (PMID: 33330584)
HMO utilization	LnbC	NA	Putative lacto-N-biosidase (GH136)	NA	NA	LNT	LNT utilization	CAZyme	GH136	intracellular	Predicted to cleave the -GlcNAc(b1-3)Gal- glycosidic bond in LNT releasing lacto-N-biose and lactose	NagR	predicted_new	NA	fig|1690.84.peg.1678	NA	NA
HMO utilization	Bga2A	NA	Beta-1,4-galactosidase (GH2)	d	d	Lac;LNnT	Lactose utilization;LNnT utilization	CAZyme	GH2	intracellular	Releases terminal beta-1,4-linked galactose (D-Galp) residues from lactose and LNnT	LacR	characterized	21926104	fig|391904.5.peg.2348	Blon_2334	Gene co-localizes with lacS. Protein in Bifidobacterium longum subsp. infantis ATCC15697 is constitutively expressed on HMO and glucose (PMID: 23469017)
HMO utilization	Bga2A	BbgIV	Beta-1,4-galactosidase (GH2)	d	d	Lac;LNnT	Lactose utilization;LNnT utilization	CAZyme	GH2	intracellular	Releases terminal beta-1,4-linked galactose (D-Galp) residues from lactose	LacR	characterized	19099301	fig|702459.3.peg.1512	BBPR_1460	Gene co-localizes with lacS
HMO utilization	Bga2A	Bbr_1552	Beta-1,4-galactosidase (GH2)	d	d	Lac;LNnT	Lactose utilization;LNnT utilization	CAZyme	GH2	intracellular	Releases terminal beta-1,3/4-linked galactose (D-Galp) residues from lactose, LNT, and LNnT	LacR	characterized	30661116	fig|326426.4.peg.1666	Bbr_1552	Gene co-localizes with lacS and nahS
HMO utilization	Bga2A	Bbr_0010	Beta-1,4-galactosidase (GH2)	d	d	Lac;LNnT	Lactose utilization;LNnT utilization	CAZyme	GH2	intracellular	Releases terminal beta-1,4-linked galactose (D-Galp) residues from lactose and LNnT	LacR	characterized	30661116	fig|326426.4.peg.10	Bbr_0010	NA
HMO utilization	Bga2A	B8809_1361	Beta-1,4-galactosidase (GH2)	d	d	Lac;LNnT	Lactose utilization;LNnT utilization	CAZyme	GH2	intracellular	Releases terminal beta-1,4-linked galactose (D-Galp) residues from lactose and LNnT	LacR	characterized	30661116	fig|1679.9.peg.1463	B8809_1361	Gene co-localizes with lacS
